Unique ID,Surgery Name,Surgery Address 1,Surgery Address 2,Surgery Town,Surgery County,Surgery Post Code,Surgery Email,Surgery Telephone,TEVA Account No,TEVA Manager,Total Patients,Total Patients (Dispensing),Wholesaler Name,Wholesale Account,Wholesale Depot,Discount Braltus Zonda 10mcg,Discount DuoResp Spiromax 160mcg/4.5mcg,Discount DuoResp Spiromax 320mcg/9mcg,Discount Qvar MDI 50mcg,Discount Qvar MDI 100mcg,Discount Qvar Easi-Breathe 50mcg,Discount Qvar Easi-Breathe 100mcg,Authorised Signatory,Terms Agreement,Date Created,Activated,Date Activated,Sending bank details,
5fb002ab-f160-4ce9-ad77-46e38d00a510,e,e,e,e,e,e,sample@email.tst,e,e,e,e,e,DE Group,-1&#039; OR 2+180-180-1=0+0+0+1 or &#039;fiwq0NNF&#039;=&#039;,e,No,No,No,No,No,No,No,No,Yes,2020-11-14,No,,Yes,
5fb002a7-ad0c-4905-8049-46e38d00a510,e,e,e,e,e,e,sample@email.tst,e,e,e,e,e,DE Group,-1&#039; OR 2+847-847-1=0+0+0+1 -- ,e,No,No,No,No,No,No,No,No,Yes,2020-11-14,No,,Yes,
5fb002a3-04b8-482e-9a1a-7bc58d00a510,e,e,e,e,e,e,sample@email.tst,e,e,e,e,e,DE Group,-1 OR 2+961-961-1=0+0+0+1,e,No,No,No,No,No,No,No,No,Yes,2020-11-14,No,,Yes,
5fb0029f-a754-4a76-9a00-7bc58d00a510,e,e,e,e,e,e,sample@email.tst,e,e,e,e,e,DE Group,-1 OR 2+479-479-1=0+0+0+1 -- ,e,No,No,No,No,No,No,No,No,Yes,2020-11-14,No,,Yes,
5fb0029e-bde0-472b-86a3-4d738d00a510,e,e,e,e,e,e,sample@email.tst,e,e,e,e,e,DE Group,e,WEB-INF\web.xml,No,No,No,No,No,No,No,No,Yes,2020-11-14,No,,Yes,
5fb0029b-9444-4b8a-a1df-637e8d00a510,e,e,e,e,e,e,sample@email.tst,e,e,e,e,e,DE Group,tArHhOts,e,No,No,No,No,No,No,No,No,Yes,2020-11-14,No,,Yes,
5fb0029a-3adc-44ea-964e-4d738d00a510,e,e,e,e,e,e,sample@email.tst,e,e,e,e,e,DE Group,e,WEB-INF/web.xml,No,No,No,No,No,No,No,No,Yes,2020-11-14,No,,Yes,
5fb00297-89bc-4dcc-bf62-46e38d00a510,e,e,e,e,e,e,sample@email.tst,e,e,e,e,e,DE Group,e,e,No,No,No,No,No,No,No,No,Yes,2020-11-14,No,,Yes,
5fb00296-e954-46ff-9cf5-05ac8d00a510,e,e,e,e,e,e,sample@email.tst,e,e,e,e,e,DE Group,e,..%5c..%5c..%5c..%5c..%5c..%5c..%5c..%5cwindows%5cwin.ini,No,No,No,No,No,No,No,No,Yes,2020-11-14,No,,Yes,
5fb00293-5178-4c18-adea-637e8d00a510,e,e,e,e,e,e,sample@email.tst,e,e,e,e,e,DE Group,e,e,No,No,No,No,No,No,No,No,Yes,2020-11-14,No,,Yes,
5fb00292-bc4c-411a-ba19-05ac8d00a510,e,e,e,e,e,e,sample@email.tst,e,e,e,e,e,DE Group,e,................windowswin.ini,No,No,No,No,No,No,No,No,Yes,2020-11-14,No,,Yes,
5fb0028f-1808-4130-96c0-637e8d00a510,e,e,e,e,e,e,sample@email.tst,e,e,e,e,e,6ClbSy0P&#039;));select pg_sleep(13); -- ,e,e,No,No,No,No,No,No,No,No,Yes,2020-11-14,No,,Yes,
5fb0028e-1378-44c5-a90a-7bc58d00a510,e,e,e,e,e,e,sample@email.tst,e,e,e,e,e,DE Group,e,%c0%ae%c0%ae%c0%af%c0%ae%c0%ae%c0%af%c0%ae%c0%ae%c0%af%c0%ae%c0%ae%c0%af%c0%ae%c0%ae%c0%af%c0%ae%c0%ae%c0%af%c0%ae%c0%ae%c0%af%c0%ae%c0%ae%c0%afwindows%c0%afwin.ini,No,No,No,No,No,No,No,No,Yes,2020-11-14,No,,Yes,
5fb0028c-1dbc-4950-a265-3a3c8d00a510,e,e,e,e,e,e,sample@email.tst,e,e,e,e,e,uReV3eLR&#039;);select pg_sleep(9); -- ,e,e,No,No,No,No,No,No,No,No,Yes,2020-11-14,No,,Yes,
5fb0028a-cc30-4c43-a997-46e38d00a510,e,e,e,e,e,e,sample@email.tst,e,e,e,e,e,DE Group,e,WEB-INF\web.xml,No,No,No,No,No,No,No,No,Yes,2020-11-14,No,,Yes,
5fb00287-70a4-41ec-98f2-4d738d00a510,e,e,e,e,e,e,sample@email.tst,e,e,e,e,e,4e12ol2f&#039;;select pg_sleep(9); -- ,e,e,No,No,No,No,No,No,No,No,Yes,2020-11-14,No,,Yes,
5fb00285-29ec-4d50-8a06-46e38d00a510,e,e,e,e,e,e,sample@email.tst,e,e,e,e,e,DE Group,e,/WEB-INF/web.xml,No,No,No,No,No,No,No,No,Yes,2020-11-14,No,,Yes,
5fb00283-ea9c-4b70-ab2e-4d738d00a510,e,e,e,e,e,e,sample@email.tst,e,e,e,e,e,8UZgQ1xK&#039;; waitfor delay &#039;0:0:9&#039; -- ,e,e,No,No,No,No,No,No,No,No,Yes,2020-11-14,No,,Yes,
5fb00281-acc4-4acc-9764-46e38d00a510,e,e,e,e,e,e,sample@email.tst,e,e,e,e,e,DE Group,e,WEB-INF/web.xml,No,No,No,No,No,No,No,No,Yes,2020-11-14,No,,Yes,
5fb0027f-c9c4-4663-a82d-05ac8d00a510,e,e,e,e,e,e,sample@email.tst,e,e,e,e,e,Ksvq5TGI&#039;; waitfor delay &#039;0:0:4&#039; -- ,e,e,No,No,No,No,No,No,No,No,Yes,2020-11-14,No,,Yes,
5fb0027d-0b18-43f3-8055-637e8d00a510,e,e,e,e,e,e,sample@email.tst,e,e,e,e,e,DE Group,e,file:///etc/passwd,No,No,No,No,No,No,No,No,Yes,2020-11-14,No,,Yes,
5fb0027b-c64c-4182-b52b-3c788d00a510,e,e,e,e,e,e,sample@email.tst,e,e,e,e,e,1 waitfor delay &#039;0:0:4&#039; -- ,e,e,No,No,No,No,No,No,No,No,Yes,2020-11-14,No,,Yes,
5fb00279-f794-4467-a77c-637e8d00a510,e,e,e,e,e,e,sample@email.tst,e,e,e,e,e,DE Group,e,..%c0%af..%c0%af..%c0%af..%c0%af..%c0%af..%c0%af..%c0%af..%c0%afetc/passwd,No,No,No,No,No,No,No,No,Yes,2020-11-14,No,,Yes,
5fb00277-52a0-4af9-98fc-3cbd8d00a510,e,e,e,e,e,e,sample@email.tst,e,e,e,e,e,(select(0)from(select(sleep(13)))v)/*&#039;+(select(0)from(select(sleep(13)))v)+&#039;&quot;+(select(0)from(select(sleep(13)))v)+&quot;*/,e,e,No,No,No,No,No,No,No,No,Yes,2020-11-14,No,,Yes,
5fb00274-f660-402b-a624-637e8d00a510,e,e,e,e,e,e,sample@email.tst,e,e,e,e,e,DE Group,e,/.././.././.././.././.././.././.././../etc/./passwd%00,No,No,No,No,No,No,No,No,Yes,2020-11-14,No,,Yes,
5fb00274-3118-42ef-baab-7bc58d00a510,e,e,e,e,e,e,sample@email.tst,e,e,e,e,e,if(now()=sysdate();sleep(9);0)/*&#039;XOR(if(now()=sysdate();sleep(9);0))OR&#039;&quot;XOR(if(now()=sysdate();sleep(9);0))OR&quot;*/,e,e,No,No,No,No,No,No,No,No,Yes,2020-11-14,No,,Yes,
5fb00270-6638-4411-a7ae-05ac8d00a510,e,e,e,e,e,e,sample@email.tst,e,e,e,e,e,-1&quot; OR 2+624-624-1=0+0+0+1 -- ,e,e,No,No,No,No,No,No,No,No,Yes,2020-11-14,No,,Yes,
5fb00270-53dc-47d9-bd32-3cbd8d00a510,e,e,e,e,e,e,sample@email.tst,e,e,e,e,e,DE Group,e,%2fetc%2fpasswd,No,No,No,No,No,No,No,No,Yes,2020-11-14,No,,Yes,
5fb0026d-b050-4288-8ea3-3cbd8d00a510,e,e,e,e,e,e,sample@email.tst,e,e,e,e,e,DE Group,e,/etc/passwd,No,No,No,No,No,No,No,No,Yes,2020-11-14,No,,Yes,
5fb0026c-7494-453c-9b49-637e8d00a510,e,e,e,e,e,e,sample@email.tst,e,e,e,e,e,-1&#039; OR 2+982-982-1=0+0+0+1 or &#039;DIb01dVu&#039;=&#039;,e,e,No,No,No,No,No,No,No,No,Yes,2020-11-14,No,,Yes,
5fb00268-c604-463e-a651-3a3c8d00a510,e,e,e,e,e,e,sample@email.tst,e,e,e,e,e,DE Group,WEB-INF\web.xml,e,No,No,No,No,No,No,No,No,Yes,2020-11-14,No,,Yes,
5fb00268-1b74-46f7-9ab4-46e38d00a510,e,e,e,e,e,e,sample@email.tst,e,e,e,e,e,-1&#039; OR 2+520-520-1=0+0+0+1 -- ,e,e,No,No,No,No,No,No,No,No,Yes,2020-11-14,No,,Yes,
5fb00264-6e60-4da1-92cd-22168d00a510,e,e,e,e,e,e,sample@email.tst,e,e,e,e,e,-1 OR 2+850-850-1=0+0+0+1,e,e,No,No,No,No,No,No,No,No,Yes,2020-11-14,No,,Yes,
5fb00264-d0c0-4a77-9bad-7bc58d00a510,e,e,e,e,e,e,sample@email.tst,e,e,e,e,e,DE Group,WEB-INF/web.xml,e,No,No,No,No,No,No,No,No,Yes,2020-11-14,No,,Yes,
5fb00260-6710-48d5-80a2-22168d00a510,e,e,e,e,e,e,sample@email.tst,e,e,e,e,e,DE Group,..%5c..%5c..%5c..%5c..%5c..%5c..%5c..%5cwindows%5cwin.ini,e,No,No,No,No,No,No,No,No,Yes,2020-11-14,No,,Yes,
5fb00260-7890-4fa1-9268-3cbd8d00a510,e,e,e,e,e,e,sample@email.tst,e,e,e,e,e,-1 OR 2+851-851-1=0+0+0+1 -- ,e,e,No,No,No,No,No,No,No,No,Yes,2020-11-14,No,,Yes,
5fb0025c-262c-4a65-8288-22168d00a510,e,e,e,e,e,e,sample@email.tst,e,e,e,e,e,DE Group,................windowswin.ini,e,No,No,No,No,No,No,No,No,Yes,2020-11-14,No,,Yes,
5fb0025c-3adc-4982-aa17-3a3c8d00a510,e,e,e,e,e,e,sample@email.tst,e,e,e,e,e,8SWZpAvE,e,e,No,No,No,No,No,No,No,No,Yes,2020-11-14,No,,Yes,
5fb00258-069c-452b-8063-3a3c8d00a510,e,e,e,e,e,e,sample@email.tst,e,e,e,e,e,DE Group,%c0%ae%c0%ae%c0%af%c0%ae%c0%ae%c0%af%c0%ae%c0%ae%c0%af%c0%ae%c0%ae%c0%af%c0%ae%c0%ae%c0%af%c0%ae%c0%ae%c0%af%c0%ae%c0%ae%c0%af%c0%ae%c0%ae%c0%afwindows%c0%afwin.ini,e,No,No,No,No,No,No,No,No,Yes,2020-11-14,No,,Yes,
5fb00258-8a3c-4244-bc1f-22168d00a510,e,e,e,e,e,e,sample@email.tst,e,e,e,e,e,DE Group,e,e,No,No,No,No,No,No,No,No,Yes,2020-11-14,No,,Yes,
5fb00255-22c8-43cc-9164-46e38d00a510,e,e,e,e,e,e,sample@email.tst,e,e,e,e,e,DE Group,e,e,No,No,No,No,No,No,No,No,Yes,2020-11-14,No,,Yes,
5fb00254-aca0-4556-9124-637e8d00a510,e,e,e,e,e,e,sample@email.tst,e,e,e,e,e,DE Group,WEB-INF\web.xml,e,No,No,No,No,No,No,No,No,Yes,2020-11-14,No,,Yes,
5fb00251-2074-47bb-b968-46e38d00a510,e,e,e,e,e,e,sample@email.tst,e,e,e,e,e,DE Group,e,e,No,No,No,No,No,No,No,No,Yes,2020-11-14,No,,Yes,
5fb00250-e06c-4c35-b26c-2eec8d00a510,e,e,e,e,e,e,sample@email.tst,e,e,e,e,e,DE Group,/WEB-INF/web.xml,e,No,No,No,No,No,No,No,No,Yes,2020-11-14,No,,Yes,
5fb0024d-9e44-448d-8d76-46e38d00a510,e,e,e,e,e,e,sample@email.tst,e,e,e,e,e,DE Group,e,e,No,No,No,No,No,No,No,No,Yes,2020-11-14,No,,Yes,
5fb0024c-266c-43fe-a5c8-3a3c8d00a510,e,e,e,e,e,e,sample@email.tst,e,e,e,e,e,DE Group,WEB-INF/web.xml,e,No,No,No,No,No,No,No,No,Yes,2020-11-14,No,,Yes,
5fb00249-6018-49d3-a5fc-3c788d00a510,e,e,e,e,e,e,sample@email.tst,e,e,e,e,e,DE Group,e,e,No,No,No,No,No,No,No,No,Yes,2020-11-14,No,,Yes,
5fb00248-6748-45a4-8800-3cbd8d00a510,e,e,e,e,e,e,sample@email.tst,e,e,e,e,e,DE Group,file:///etc/passwd,e,No,No,No,No,No,No,No,No,Yes,2020-11-14,No,,Yes,
5fb00246-6a28-481c-bbc6-3c788d00a510,e,e,e,e,e,e,sample@email.tst,e,e,e,e,e,DE Group,e,e,No,No,No,No,No,No,No,No,Yes,2020-11-14,No,,Yes,
5fb00244-fc38-4d18-8601-637e8d00a510,e,e,e,e,e,e,sample@email.tst,e,e,e,e,e,DE Group,..%c0%af..%c0%af..%c0%af..%c0%af..%c0%af..%c0%af..%c0%af..%c0%afetc/passwd,e,No,No,No,No,No,No,No,No,Yes,2020-11-14,No,,Yes,
5fb00242-2408-42cf-a42d-05ac8d00a510,e,e,e,e,e,e,sample@email.tst,e,e,e,e,e,DE Group,e,e,No,No,No,No,No,No,No,No,Yes,2020-11-14,No,,Yes,
5fb00240-c910-42bf-a65a-3cbd8d00a510,e,e,e,e,e,e,sample@email.tst,e,e,e,e,e,DE Group,/.././.././.././.././.././.././.././../etc/./passwd%00,e,No,No,No,No,No,No,No,No,Yes,2020-11-14,No,,Yes,
5fb0023f-ff04-4ff5-bfee-46e38d00a510,e,e,e,e,e,e,sample@email.tst,e,e,e,e,e,DE Group,e,e,No,No,No,No,No,No,No,No,Yes,2020-11-14,No,,Yes,
5fb0023c-7660-420e-b949-3cbd8d00a510,e,e,e,e,e,e,sample@email.tst,e,e,e,e,e,DE Group,%2fetc%2fpasswd,e,No,No,No,No,No,No,No,No,Yes,2020-11-14,No,,Yes,
5fb0023a-00b0-4a64-8719-46e38d00a510,e,e,e,e,e,e,sample@email.tst,e,e,e,e,e,DE Group,e,e,No,No,No,No,No,No,No,No,Yes,2020-11-14,No,,Yes,
5fb00238-9950-4eb8-9597-27168d00a510,e,e,e,e,e,e,sample@email.tst,e,e,e,e,e,DE Group,/etc/passwd,e,No,No,No,No,No,No,No,No,Yes,2020-11-14,No,,Yes,
5fb00237-1c20-4dd8-a344-2eec8d00a510,e,e,e,e,e,e,sample@email.tst,e,e,e,e,e,DE Group,e,e,No,No,No,No,No,No,No,No,Yes,2020-11-14,No,,Yes,
5fb00233-5f48-4108-918b-22168d00a510,e,e,e,e,e,e,sample@email.tst,e,e,e,e,e,DE Group,e,e,No,No,No,No,No,No,No,No,Yes,2020-11-14,No,,Yes,
5fb00233-0c1c-46de-a9b7-637e8d00a510,e,e,e,e,e,e,sample@email.tst,e,e,e,e,e,WEB-INF\web.xml,e,e,No,No,No,No,No,No,No,No,Yes,2020-11-14,No,,Yes,
5fb0022f-3904-4306-984a-637e8d00a510,e,e,e,e,e,e,sample@email.tst,e,e,e,e,e,WEB-INF/web.xml,e,e,No,No,No,No,No,No,No,No,Yes,2020-11-14,No,,Yes,
5fb0022f-a2d0-44c9-b2c3-3c788d00a510,e,e,e,e,e,e,sample@email.tst,e,e,e,e,e,DE Group,e,e,No,No,No,No,No,No,No,No,Yes,2020-11-14,No,,Yes,
5fb0022c-2d64-4bb2-90a7-05ac8d00a510,e,e,e,e,e,e,sample@email.tst,e,e,e,e,e,DE Group,e,e,No,No,No,No,No,No,No,No,Yes,2020-11-14,No,,Yes,
5fb0022b-56ec-4400-be54-27168d00a510,e,e,e,e,e,e,sample@email.tst,e,e,e,e,e,..%5c..%5c..%5c..%5c..%5c..%5c..%5c..%5cwindows%5cwin.ini,e,e,No,No,No,No,No,No,No,No,Yes,2020-11-14,No,,Yes,
5fb00228-7110-4b73-84bc-7bc58d00a510,e,e,e,e,e,e,sample@email.tst,e,e,e,e,e,DE Group,e,e,No,No,No,No,No,No,No,No,Yes,2020-11-14,No,,Yes,
5fb00227-72fc-4f08-af9f-27168d00a510,e,e,e,e,e,e,sample@email.tst,e,e,e,e,e,................windowswin.ini,e,e,No,No,No,No,No,No,No,No,Yes,2020-11-14,No,,Yes,
5fb00224-5544-4911-b43e-27168d00a510,e,e,e,e,e,e,sample@email.tst,e,e,e,e,e,%c0%ae%c0%ae%c0%af%c0%ae%c0%ae%c0%af%c0%ae%c0%ae%c0%af%c0%ae%c0%ae%c0%af%c0%ae%c0%ae%c0%af%c0%ae%c0%ae%c0%af%c0%ae%c0%ae%c0%af%c0%ae%c0%ae%c0%afwindows%c0%afwin.ini,e,e,No,No,No,No,No,No,No,No,Yes,2020-11-14,No,,Yes,
5fb00224-819c-493e-98aa-2eec8d00a510,e,e,e,e,e,e,sample@email.tst,e,e,e,e,e,DE Group,e,e,No,No,No,No,No,No,No,No,Yes,2020-11-14,No,,Yes,
5fb00220-ddd4-4404-b99a-3c788d00a510,e,e,e,e,e,e,sample@email.tst,e,e,e,e,e,DE Group,e,e,No,No,No,No,No,No,No,No,Yes,2020-11-14,No,,Yes,
5fb0021f-604c-494c-b2e0-3cbd8d00a510,e,e,e,e,e,e,sample@email.tst,e,e,e,e,e,WEB-INF\web.xml,e,e,No,No,No,No,No,No,No,No,Yes,2020-11-14,No,,Yes,
5fb0021c-4c14-4e09-b6f6-3c788d00a510,e,e,e,e,e,e,sample@email.tst,e,e,e,e,e,DE Group,e,e,No,No,No,No,No,No,No,No,Yes,2020-11-14,No,,Yes,
5fb0021c-78d8-48a2-9140-22168d00a510,e,e,e,e,e,e,sample@email.tst,e,e,e,e,e,/WEB-INF/web.xml,e,e,No,No,No,No,No,No,No,No,Yes,2020-11-14,No,,Yes,
5fb00218-7ff4-4805-a51a-27168d00a510,e,e,e,e,e,e,sample@email.tst,e,e,e,e,e,WEB-INF/web.xml,e,e,No,No,No,No,No,No,No,No,Yes,2020-11-14,No,,Yes,
5fb00218-f6d0-475a-84dc-3cbd8d00a510,e,e,e,e,e,e,sample@email.tst,e,e,e,e,e,DE Group,e,e,No,No,No,No,No,No,No,No,Yes,2020-11-14,No,,Yes,
5fb00214-5190-41b2-9bda-05ac8d00a510,e,e,e,e,e,e,sample@email.tst,e,e,e,e,e,DE Group,e,e,No,No,No,No,No,No,No,No,Yes,2020-11-14,No,,Yes,
5fb00214-9908-4940-98b5-3c788d00a510,e,e,e,e,e,e,sample@email.tst,e,e,e,e,e,file:///etc/passwd,e,e,No,No,No,No,No,No,No,No,Yes,2020-11-14,No,,Yes,
5fb00211-a604-4012-91d2-3a3c8d00a510,e,e,e,e,e,e,sample@email.tst,e,e,e,e,e,DE Group,e,e,No,No,No,No,No,No,No,No,Yes,2020-11-14,No,,Yes,
5fb00210-14f0-4473-9365-7bc58d00a510,e,e,e,e,e,e,sample@email.tst,e,e,e,e,e,..%c0%af..%c0%af..%c0%af..%c0%af..%c0%af..%c0%af..%c0%af..%c0%afetc/passwd,e,e,No,No,No,No,No,No,No,No,Yes,2020-11-14,No,,Yes,
5fb0020c-52cc-41ac-9962-3a3c8d00a510,e,e,e,e,e,e,sample@email.tst,e,e,e,e,e,DE Group,e,e,No,No,No,No,No,No,No,No,Yes,2020-11-14,No,,Yes,
5fb0020b-14e0-49ce-a7c4-3cbd8d00a510,e,e,e,e,e,e,sample@email.tst,e,e,e,e,e,/.././.././.././.././.././.././.././../etc/./passwd%00,e,e,No,No,No,No,No,No,No,No,Yes,2020-11-14,No,,Yes,
5fb00209-134c-4914-ada1-27168d00a510,e,e,e,e,e,e,sample@email.tst,e,e,e,e,e,DE Group,e,e,No,No,No,No,No,No,No,No,Yes,2020-11-14,No,,Yes,
5fb00205-7664-4d5b-8448-7bc58d00a510,e,e,e,e,e,e,sample@email.tst,e,e,e,e,e,DE Group,e,e,No,No,No,No,No,No,No,No,Yes,2020-11-14,No,,Yes,
5fb00206-4940-461a-afd5-1cac8d00a510,e,e,e,e,e,e,sample@email.tst,e,e,e,e,e,%2fetc%2fpasswd,e,e,No,No,No,No,No,No,No,No,Yes,2020-11-14,No,,Yes,
5fb00202-951c-4b4e-9bfe-2eec8d00a510,e,e,e,e,e,e,sample@email.tst,e,e,e,e,e,/etc/passwd,e,e,No,No,No,No,No,No,No,No,Yes,2020-11-14,No,,Yes,
5fb00201-16dc-4f76-b249-27168d00a510,e,e,e,e,e,e,sample@email.tst,e,e,e,e,e,DE Group,e,e,No,No,No,No,No,No,No,No,Yes,2020-11-14,No,,Yes,
5fb001fd-7de4-41ea-8531-1dec8d00a510,e,e,e,e,e,e,sample@email.tst,e,e,e,e,e,DE Group,e,e,No,No,No,No,No,No,No,No,Yes,2020-11-14,No,,Yes,
5fb001fd-5a38-4d9f-91bd-05ac8d00a510,e,e,e,e,e,e,sample@email.tst,e,e,e,e,e,DE Group,e,e,No,No,No,No,No,No,No,No,Yes,2020-11-14,No,,Yes,
