Unique ID,Surgery Name,Surgery Address 1,Surgery Address 2,Surgery Town,Surgery County,Surgery Post Code,Surgery Email,Surgery Telephone,TEVA Account No,TEVA Manager,Total Patients,Total Patients (Dispensing),Wholesaler Name,Wholesale Account,Wholesale Depot,Discount Braltus Zonda 10mcg,Discount DuoResp Spiromax 160mcg/4.5mcg,Discount DuoResp Spiromax 320mcg/9mcg,Discount Qvar MDI 50mcg,Discount Qvar MDI 100mcg,Discount Qvar Easi-Breathe 50mcg,Discount Qvar Easi-Breathe 100mcg,Authorised Signatory,Terms Agreement,Date Created,Activated,Date Activated,Sending bank details,
5f417b98-85a8-4c32-9036-77c08d00a4cc,e,1acuczIDBBCuzs,e,e,e,e,sample@email.tst,e,e,e,e,e,DE Group,e,e,No,No,No,No,No,No,No,No,Yes,2020-08-22,No,0000-00-00,Yes,
5f417b98-8220-4a15-8db4-78bc8d00a4cc,1acuzwg8R2r914,e,e,e,e,e,sample@email.tst,e,e,e,e,e,DE Group,e,e,No,No,No,No,No,No,No,No,Yes,2020-08-22,No,0000-00-00,Yes,
5f417b98-50ac-4480-97b0-78b08d00a4cc,e,e,e,e,e,e,sample@email.tst,1acuWAfwJZ3SFY,e,e,e,e,DE Group,e,e,No,No,No,No,No,No,No,No,Yes,2020-08-22,No,0000-00-00,Yes,
5f417b98-75b4-417d-825b-77c98d00a4cc,e,e,1acuVFnqnFOkp7,e,e,e,sample@email.tst,e,e,e,e,e,DE Group,e,e,No,No,No,No,No,No,No,No,Yes,2020-08-22,No,0000-00-00,Yes,
5f417b97-f2fc-4871-857f-77c68d00a4cc,e,e,e,e,e,e,sample@email.tst,e,e,e,e,e,DE Group,e,e,No,No,No,No,No,No,No,No,Yes,2020-08-22,No,0000-00-00,Yes,
5f417b95-bb24-492a-b16b-78758d00a4cc,e,e,e,e,e,e,sample@email.tst,e,e,e,e,e,DE Group,e,e,No,No,No,No,No,No,No,No,Yes,2020-08-22,No,0000-00-00,Yes,
5f417b93-a3bc-4d3d-9d51-785a8d00a4cc,e,e,e,e,e,e,sample@email.tst,e,e,e,e,e,DE Group,e,e,No,No,No,No,No,No,No,No,Yes,2020-08-22,No,0000-00-00,Yes,
5f417b92-2e44-4492-81b2-77c58d00a4cc,e,e,e,e,e,e,sample@email.tst,e,e,e,e,e,DE Group,e,e,No,No,No,No,No,No,No,No,Yes,2020-08-22,No,0000-00-00,Yes,
5f417b92-c12c-4c80-b727-78e78d00a4cc,e,e,e,e,e,e,sample@email.tst,e,e,e,e,e,DE Group,e,e,No,No,No,No,No,No,No,No,Yes,2020-08-22,No,0000-00-00,No,
5f417b92-b974-4923-8bbd-77c08d00a4cc,e,e,e,e,e,e,sample@email.tst,e,e,e,e,e,DE Group,e,e,No,No,No,No,No,No,No,No,Yes,2020-08-22,No,0000-00-00,Yes,
5f417b92-ed58-4a99-900a-77c98d00a4cc,e,e,e,e,e,e,sample@email.tst,e,e,e,e,e,DE Group,e,e,No,No,No,No,No,No,No,No,Yes,2020-08-22,No,0000-00-00,Yes,
5f417b92-5434-4d89-8ae9-78bc8d00a4cc,e,e,e,e,e,e,sample@email.tst,e,e,e,e,e,DE Group,e,e,No,No,No,No,No,No,No,No,Yes,2020-08-22,No,0000-00-00,Yes,
5f417b92-408c-4c60-9a87-78b08d00a4cc,e,e,e,e,1acus2uxuFEl7H,e,sample@email.tst,e,e,e,e,e,DE Group,e,e,No,No,No,No,No,No,No,No,Yes,2020-08-22,No,0000-00-00,Yes,
5f417b91-becc-4d3d-b6c2-77bf8d00a4cc,e,e,e,e,e,e,sample@email.tst,e,1acuFku3yroucf,e,e,e,DE Group,e,e,No,No,No,No,No,No,No,No,Yes,2020-08-22,No,0000-00-00,Yes,
